content,score,at,bank,month_year,content_process,sentiment
"Aplikasi gak jelas, paling enak cuma mobilebanking bank BCA aja",1,2024-02-29 08:46:51,Mandiri,2024-02,"Aplikasi gak jelas, paling enak cuma mobilebanking bank BCA aja",negative
"Transaksi pembayaran FIF gagal tapi saldo gak kembali, buat laporan di Bank mandiri Sesetan Bali tp dana baru masuk 1 minggu lagi padahal dah jatuh tempo
Customer service nya bank mandiri sesetan tidak ramah dan tanpa ada kata maaf atas gangguan pelayanan ini 
Sangat kecewa",1,2024-02-29 06:50:18,Mandiri,2024-02,"Transaksi pembayaran FIF gagal tapi saldo gak kembali, buat laporan di Bank mandiri Sesetan Bali tp dana baru masuk 1 minggu lagi padahal dah jatuh tempo Customer service nya bank mandiri sesetan tidak ramah dan tanpa ada kata maaf atas gangguan pelayanan ini Sangat kecewa",negative
Top up pulsa gagal tapi saldo tetep di potong gimna sih,3,2024-02-28 23:18:33,Mandiri,2024-02,Top up pulsa gagal tapi saldo tetep di potong gimna sih,negative
Aplikasi paling anjing kalo bukan di kasih dari kantos mah najis gw pake livinn babi,1,2024-02-28 19:10:11,Mandiri,2024-02,Aplikasi paling anjing kalo bukan di kasih dari kantos mah najis gw pake livinn babi,negative
"Gara-gara aplikasi sialan ini jadi ga dapet tiket mudik, sampah ui nya, sampah sistemnya, 
Cooming soon gapakai produk mandiri lagi,",1,2024-02-28 17:50:35,Mandiri,2024-02,"Gara-gara aplikasi sialan ini jadi ga dapet tiket mudik, sampah ui nya, sampah sistemnya, Cooming soon gapakai produk mandiri lagi,",negative
Pengen berkata kasar. Sebulan lebih lho,1,2024-02-28 16:42:05,Mandiri,2024-02,Pengen berkata kasar. Sebulan lebih lho,negative
"Pendaftaran dipersulit, banyak bugnya, tolong ditingkatkan.",2,2024-02-28 10:00:55,Mandiri,2024-02,"Pendaftaran dipersulit, banyak bugnya, tolong ditingkatkan.",negative
"ini kenapa sih setelah pindah di iphone, aplikasi gak bisa dibuka???!!!!",3,2024-02-28 09:22:14,Mandiri,2024-02,"ini kenapa sih setelah pindah di iphone, aplikasi gak bisa dibuka???!!!!",negative
Tolong segera perbaiki karna di ios 17.2 selalu force close dan otomatis salah username terus padahal udah bener,1,2024-02-28 08:31:16,Mandiri,2024-02,Tolong segera perbaiki karna di ios 17.2 selalu force close dan otomatis salah username terus padahal udah bener,negative
Kenapa saya sering tidak bisa pilih BI FAST utk biaya transfer??? Mengecewakan!,1,2024-02-28 05:10:15,Mandiri,2024-02,Kenapa saya sering tidak bisa pilih BI FAST utk biaya transfer??? Mengecewakan!,negative
Sesuai judul,1,2024-02-28 02:25:30,Mandiri,2024-02,Sesuai judul,positive
"tolong segera update, sudah 3 minggu crash tidak bisa dibuka",1,2024-02-27 17:38:42,Mandiri,2024-02,"tolong segera update, sudah 3 minggu crash tidak bisa dibuka",negative
"aplikasi malah force close terus setelah update, tolong dong segera perbaiki aplikasinya. bikin susah ke banyak hal jadinya",1,2024-02-27 16:03:20,Mandiri,2024-02,"aplikasi malah force close terus setelah update, tolong dong segera perbaiki aplikasinya. bikin susah ke banyak hal jadinya",negative
update dong yaelah....,1,2024-02-27 12:17:56,Mandiri,2024-02,update dong yaelah....,negative
"Top up saldo e money lewat app sering gagal, di complaint ke cabang juga ngga ada tindak lanjut. malah dibilang kartunya rusak terus diminta kartunya sama pihak bank",1,2024-02-27 11:53:18,Mandiri,2024-02,"Top up saldo e money lewat app sering gagal, di complaint ke cabang juga ngga ada tindak lanjut. malah dibilang kartunya rusak terus diminta kartunya sama pihak bank",negative
Crash di iOS 17.3.1 gak pernah di update ckckck.......,1,2024-02-27 03:00:06,Mandiri,2024-02,Crash di iOS 17.3.1 gak pernah di update ckckck.......,negative
Ios 17.3 force close sudah hampir 1 bulan.. tidak bisa digunakan..,1,2024-02-27 02:54:11,Mandiri,2024-02,Ios 17.3 force close sudah hampir 1 bulan.. tidak bisa digunakan..,negative
Jelek,1,2024-02-26 10:00:05,Mandiri,2024-02,Jelek,negative
"Pelayanannya sangat baik, dalam membuka rekening cepat dan adminnuya sangat ramah",5,2024-02-26 03:32:29,Mandiri,2024-02,"Pelayanannya sangat baik, dalam membuka rekening cepat dan adminnuya sangat ramah",positive
"Update 26/2/24 :
Sudah lebih 3 minggu setelah update livin versi 1.8.0 (7/2/24) force close tidak bisa dibuka sama sekali. Pelayanan nya lama sekali, dan tidak ada perbaikan aplikasi sampai saat ini.

Halo, pagi ini (7/2/24) saya baru mengetahui kalau aplikasi livin saya auto update ke versi terbaru 1.8.0 lalu saat saya ingin membuka livin untuk membayar tagihan, aplikasi tsb selalu force close dan tidak bisa dibuka yang membuat saya menjadi kerepotan. Mohon agar segera diperbaiki Device used : Iphone 13",1,2024-02-26 02:29:35,Mandiri,2024-02,"Update 26/2/24 : Sudah lebih 3 minggu setelah update livin versi 1.8.0 (7/2/24) force close tidak bisa dibuka sama sekali. Pelayanan nya lama sekali, dan tidak ada perbaikan aplikasi sampai saat ini. Halo, pagi ini (7/2/24) saya baru mengetahui kalau aplikasi livin saya auto update ke versi terbaru 1.8.0 lalu saat saya ingin membuka livin untuk membayar tagihan, aplikasi tsb selalu force close dan tidak bisa dibuka yang membuat saya menjadi kerepotan. Mohon agar segera diperbaiki Device used : Iphone 13",negative
Kapan fitur tap to pay hadir,5,2024-02-25 22:07:25,Mandiri,2024-02,Kapan fitur tap to pay hadir,neutral
"Setelah update, app force closed terus di iphone 13 pro, sudah telfon 14000, kirim email, tidak ada solusi yang berarti.",1,2024-02-25 18:36:54,Mandiri,2024-02,"Setelah update, app force closed terus di iphone 13 pro, sudah telfon 14000, kirim email, tidak ada solusi yang berarti.",negative
ga jelas bet ga bisa ngetik submit pasword ntah ngebug ntah apa,1,2024-02-25 15:24:05,Mandiri,2024-02,ga jelas bet ga bisa ngetik submit pasword ntah ngebug ntah apa,negative
Force Close terus semenjak update.. udah mau akhir bulan ga bisa2.. gak di update aplikasinya..,1,2024-02-25 12:26:51,Mandiri,2024-02,Force Close terus semenjak update.. udah mau akhir bulan ga bisa2.. gak di update aplikasinya..,negative
Tidak ada di menu,4,2024-02-25 05:39:19,Mandiri,2024-02,Tidak ada di menu,negative
"coba deh mandiri buat lakuin update aplikasi atau downgrade versi aplikasinya lagi, kalo emg masih ada bug emg galulus qc nya?",2,2024-02-25 05:34:39,Mandiri,2024-02,"coba deh mandiri buat lakuin update aplikasi atau downgrade versi aplikasinya lagi, kalo emg masih ada bug emg galulus qc nya?",negative
"Dear Livin admin,
Kenapa sekarang tidak bisa direct share bukti transfer ke whatsapp ya?
Jadinya mesti save picture dulu, buka WA baru attach image. 
Sebelumnya lancar2 saja. 
Please fix ya",4,2024-02-24 21:45:36,Mandiri,2024-02,"Dear Livin admin, Kenapa sekarang tidak bisa direct share bukti transfer ke whatsapp ya? Jadinya mesti save picture dulu, buka WA baru attach image. Sebelumnya lancar2 saja. Please fix ya",negative
Aplikasi kadang bisa di buka kadang pemeliharaaan sistem!,2,2024-02-24 16:05:29,Mandiri,2024-02,Aplikasi kadang bisa di buka kadang pemeliharaaan sistem!,negative
Gak ngerti sama aplikasi ini setiap tengah mlm pasti dilang pemeliharaan. Masak iya tiap tengah malem gak bisa dipake. Atmnya juga sama.,2,2024-02-23 16:05:23,Mandiri,2024-02,Gak ngerti sama aplikasi ini setiap tengah mlm pasti dilang pemeliharaan. Masak iya tiap tengah malem gak bisa dipake. Atmnya juga sama.,negative
Parah,2,2024-02-23 13:57:31,Mandiri,2024-02,Parah,negative
"Aplikasi ini jelek banget kalau top up eTol.
Uang di tabungan sudah kepotong, konfirmasi top up sudah keluar,  namun saat update di kartu eTol susah sekali.
Parahnya lagi uang di tabungan saya yang sudah kepotong tidak pernah kembali.

Hilang ke mana ya?",2,2024-02-23 13:47:10,Mandiri,2024-02,"Aplikasi ini jelek banget kalau top up eTol. Uang di tabungan sudah kepotong, konfirmasi top up sudah keluar, namun saat update di kartu eTol susah sekali. Parahnya lagi uang di tabungan saya yang sudah kepotong tidak pernah kembali. Hilang ke mana ya?",negative
setelah update jadi ga bisa dibuka,1,2024-02-23 11:26:55,Mandiri,2024-02,setelah update jadi ga bisa dibuka,negative
Pelayanannya lama,1,2024-02-23 07:43:10,Mandiri,2024-02,Pelayanannya lama,negative
Sering banget error ga bisa bifast,1,2024-02-23 07:30:05,Mandiri,2024-02,Sering banget error ga bisa bifast,negative
"Knp sih kalo mandiri tuh gajian tgal merah harus mundur.. knpa ga kayak BCA yg majuin hari nya, 
Bikin ribet",2,2024-02-23 00:48:49,Mandiri,2024-02,"Knp sih kalo mandiri tuh gajian tgal merah harus mundur.. knpa ga kayak BCA yg majuin hari nya, Bikin ribet",negative
"kenapa diriwayat transaksi hanya tertera transaksi keluar saja, sedangkan transaksi masuk tidak ada sama sekali",3,2024-02-22 23:42:39,Mandiri,2024-02,"kenapa diriwayat transaksi hanya tertera transaksi keluar saja, sedangkan transaksi masuk tidak ada sama sekali",negative
Aplikasi terthe best,5,2024-02-22 11:38:26,Mandiri,2024-02,Aplikasi terthe best,positive
"Tolong dong jadi kehambat urusan kerjaan udah request email ataupun telfon CS ga ada solusi, ya solusinya di patch lah dari pihak IT dan dev-nya Device 15 pro max Ancorrr ini abangku",1,2024-02-22 05:26:05,Mandiri,2024-02,"Tolong dong jadi kehambat urusan kerjaan udah request email ataupun telfon CS ga ada solusi, ya solusinya di patch lah dari pihak IT dan dev-nya Device 15 pro max Ancorrr ini abangku",negative
"Seteah update kok malah selalu force closed???! Kok aplikasi finance bisa error kayak gini?!!  Device iphone 6s ios 15.7.5, tolong di perbaiki bug nya donk udah banyak yg masalahanya sama kayak gini",1,2024-02-22 03:42:20,Mandiri,2024-02,"Seteah update kok malah selalu force closed???! Kok aplikasi finance bisa error kayak gini?!! Device iphone 6s ios 15.7.5, tolong di perbaiki bug nya donk udah banyak yg masalahanya sama kayak gini",negative
"Selamat pagi bapak/ibu minta tolong dibantu untuk iphone 7plus ios 15 bisa instal tapi tidak bisa di buka,terimakasih",3,2024-02-21 21:18:46,Mandiri,2024-02,"Selamat pagi bapak/ibu minta tolong dibantu untuk iphone 7plus ios 15 bisa instal tapi tidak bisa di buka,terimakasih",negative
tolong bantuannya,1,2024-02-21 18:43:12,Mandiri,2024-02,tolong bantuannya,positive
"Tolong dong Bank Mandiri kan bank gede ya, masa masalah nasabah utk mobile bankingnya ga bisa dipake ga ditanggapi sama sekali, udah telp ke call center juga dapat jawaban dicek aja berkala, tapi ini udah 2 minggu ga ada perubahan mau sampee kapannnnnnn??????? masa disuruh balik ke jaman harus datang ke atm..... malu woooooiiiiiii",1,2024-02-21 12:53:31,Mandiri,2024-02,"Tolong dong Bank Mandiri kan bank gede ya, masa masalah nasabah utk mobile bankingnya ga bisa dipake ga ditanggapi sama sekali, udah telp ke call center juga dapat jawaban dicek aja berkala, tapi ini udah 2 minggu ga ada perubahan mau sampee kapannnnnnn??????? masa disuruh balik ke jaman harus datang ke atm..... malu woooooiiiiiii",negative
"Minimal wa nya ada customer service nya, kalo pake pulsa kan gak semua orang punya pulsa. Terus gak semua orang cukup waktu buat tiba2 ke bank terdekat. Minimal jangan nyisahin nasabah sendiri. Kaya BCA dong punya customer service di wa. Kagak nyusahin nasabah nya",1,2024-02-21 07:21:59,Mandiri,2024-02,"Minimal wa nya ada customer service nya, kalo pake pulsa kan gak semua orang punya pulsa. Terus gak semua orang cukup waktu buat tiba2 ke bank terdekat. Minimal jangan nyisahin nasabah sendiri. Kaya BCA dong punya customer service di wa. Kagak nyusahin nasabah nya",negative
"Versi 18.0 Force close di iOs 17.3.1
Jalan normal di iOs 15.8.1",4,2024-02-21 07:01:58,Mandiri,2024-02,Versi 18.0 Force close di iOs 17.3.1 Jalan normal di iOs 15.8.1,negative
"Mekanisme pembukaan rekening, UI/UX, respon aplikasi sampah semua. Dasar BUMN. Kalo ga kepaksa gakan bikin",1,2024-02-21 05:26:52,Mandiri,2024-02,"Mekanisme pembukaan rekening, UI/UX, respon aplikasi sampah semua. Dasar BUMN. Kalo ga kepaksa gakan bikin",negative
"Kenapa bi fast di iP pro tidak bisa digunakan?
😭😭😭",5,2024-02-21 01:45:44,Mandiri,2024-02,Kenapa bi fast di iP pro tidak bisa digunakan? ,negative
"gk biss dipake device 13 pro, padahal kemarin biasa aja",1,2024-02-20 17:58:07,Mandiri,2024-02,"gk biss dipake device 13 pro, padahal kemarin biasa aja",negative
Udah seminggu lebih force close. Iphone xr ios 15.4.1,1,2024-02-20 14:11:58,Mandiri,2024-02,Udah seminggu lebih force close. Iphone xr ios 15.4.1,negative
"aplikasi tidak bisa dibuka sama sekali pada device ip 7 plus ios 15.8.1, why?",1,2024-02-20 12:19:00,Mandiri,2024-02,"aplikasi tidak bisa dibuka sama sekali pada device ip 7 plus ios 15.8.1, why?",negative
Mohon perbaiki secepatnya. App crash begitu di klik. iPhone 15 pro max iOS 17.4. Tks,3,2024-02-20 01:21:39,Mandiri,2024-02,Mohon perbaiki secepatnya. App crash begitu di klik. iPhone 15 pro max iOS 17.4. Tks,negative
"Seharusnya tidak ada bintang, untuk aplikasi living mandiri ini, kalau tidak perusahan kerjasama tidak akan saya join app ini. Mending bank lain ,ini app tidak bisa dibuka hp sudah update ios . Kemungkinan app cuma hp androit aja .sangat tidak nyaman!",1,2024-02-20 00:25:32,Mandiri,2024-02,"Seharusnya tidak ada bintang, untuk aplikasi living mandiri ini, kalau tidak perusahan kerjasama tidak akan saya join app ini. Mending bank lain ,ini app tidak bisa dibuka hp sudah update ios . Kemungkinan app cuma hp androit aja .sangat tidak nyaman!",negative
livin qomtol nahan uang orang,1,2024-02-19 05:53:23,Mandiri,2024-02,livin qomtol nahan uang orang,negative
"Engga jelas aplikasi m banking 1 ini
Setelelah melakukan tranfer gagal saldo kepotong tapi sampe sekarang belum kembali
Pelayanan juga bot yang jawab call senter buang buang pulsa sangat tidak di rekomendasikan!",1,2024-02-19 04:10:15,Mandiri,2024-02,Engga jelas aplikasi m banking 1 ini Setelelah melakukan tranfer gagal saldo kepotong tapi sampe sekarang belum kembali Pelayanan juga bot yang jawab call senter buang buang pulsa sangat tidak di rekomendasikan!,negative
"Sudah 2 minggu aplikasi setiap dibuka force close. Boro boro login baru dibuka aja udah force close, luar biasa mandiri. 2 minggu dicuekin 😵‍💫",1,2024-02-19 02:43:51,Mandiri,2024-02,"Sudah 2 minggu aplikasi setiap dibuka force close. Boro boro login baru dibuka aja udah force close, luar biasa mandiri. 2 minggu dicuekin ",negative
Burik nih app udah di instal ulang berkali kali sampe gw restore ios lewat pc udah telp mandiri call jg masih aja begini. Nyusahin banget,1,2024-02-19 01:34:51,Mandiri,2024-02,Burik nih app udah di instal ulang berkali kali sampe gw restore ios lewat pc udah telp mandiri call jg masih aja begini. Nyusahin banget,negative
"Setelah update tidak bisa dibuka baik di Iphone 11 Pro ataupun 13 pro max, sudah sejak seminggu yang lalu. Sudah uninstall , sudah hard reset masih tetep aja gak bisa",3,2024-02-19 01:02:32,Mandiri,2024-02,"Setelah update tidak bisa dibuka baik di Iphone 11 Pro ataupun 13 pro max, sudah sejak seminggu yang lalu. Sudah uninstall , sudah hard reset masih tetep aja gak bisa",negative
"Setelah 2 minggu saya tungg masih tidak perbaikan dari livin, tolong lain kali kalu ga niat bikin aplikasi jangan di buat!! Nyusahin nasabah",1,2024-02-18 15:30:41,Mandiri,2024-02,"Setelah 2 minggu saya tungg masih tidak perbaikan dari livin, tolong lain kali kalu ga niat bikin aplikasi jangan di buat!! Nyusahin nasabah",negative
Livin’ saya gak bisa terhubung per tgl 18 Feb ini setelah membaca emoney mandiri. Saya sudah reinstall ulang tetap saja tidak bisa. Sy pakai IOS 17 di iPhone 14 Pro,3,2024-02-18 10:41:30,Mandiri,2024-02,Livin saya gak bisa terhubung per tgl 18 Feb ini setelah membaca emoney mandiri. Saya sudah reinstall ulang tetap saja tidak bisa. Sy pakai IOS 17 di iPhone 14 Pro,negative
garbage,1,2024-02-18 02:41:47,Mandiri,2024-02,garbage,positive
Coba liat apk brimo lebih gampang dn tdk ribet untuk login kembali ke menu utama jika tiba2 log out,2,2024-02-18 01:34:16,Mandiri,2024-02,Coba liat apk brimo lebih gampang dn tdk ribet untuk login kembali ke menu utama jika tiba2 log out,positive
"Aplikasinya sangat keren , fitur tarik tunai tanpa kartu sangat membantu dan fitur tap to pay keren",5,2024-02-17 23:46:43,Mandiri,2024-02,"Aplikasinya sangat keren , fitur tarik tunai tanpa kartu sangat membantu dan fitur tap to pay keren",positive
Makin hari makin aneh livin kemaren admin tf ke bank lain cuma 2.500 lh ini jdi 6.500 gilakkkk,1,2024-02-17 12:19:56,Mandiri,2024-02,Makin hari makin aneh livin kemaren admin tf ke bank lain cuma 2.500 lh ini jdi 6.500 gilakkkk,negative
Tidak bisa,5,2024-02-17 04:22:03,Mandiri,2024-02,Tidak bisa,negative
"aplikasi susah dibuka, pass salah trs padhal sudah benar, disuruh ganti pass tp gabisa masukan pass",1,2024-02-17 03:30:33,Mandiri,2024-02,"aplikasi susah dibuka, pass salah trs padhal sudah benar, disuruh ganti pass tp gabisa masukan pass",negative
"Ribet bgt si ni mandiri pake segala ada pergantian kartu baru. di bank lain nga ada tuh gitu” an auto ganti bank rekening sii gw, MANDIRI RIBET BENER DAH",1,2024-02-16 15:25:08,Mandiri,2024-02,"Ribet bgt si ni mandiri pake segala ada pergantian kartu baru. di bank lain nga ada tuh gitu an auto ganti bank rekening sii gw, MANDIRI RIBET BENER DAH",negative
"Tolonglah semenjak aku ganti hp ke ip 13 ini ga bisa masuk yaa.. entah kendalanya dimana, jujur aku perlu banget pake mbanking tp kenapa aplikasi ini terlalu menyusahkan untuk verifikasi wajah, sedangkan ga mungkin ya wajah orang itu ga ada perubahan beranjak usianya, masak harus plek sama dg wajah di KTP. Udah 4 bulan masalahku dari yg harus datang ke kantor cabang sampai aku laporkan ke pusat lewat 14000 tetap ga ada solusinya. Tolonglah Mandiri buat aplikasi yang bisa diselesaikan oleh timnya juga jangan udah ke cabang manapun ttp ga bisa bantu nasabah.",1,2024-02-16 14:08:26,Mandiri,2024-02,"Tolonglah semenjak aku ganti hp ke ip 13 ini ga bisa masuk yaa.. entah kendalanya dimana, jujur aku perlu banget pake mbanking tp kenapa aplikasi ini terlalu menyusahkan untuk verifikasi wajah, sedangkan ga mungkin ya wajah orang itu ga ada perubahan beranjak usianya, masak harus plek sama dg wajah di KTP. Udah 4 bulan masalahku dari yg harus datang ke kantor cabang sampai aku laporkan ke pusat lewat 14000 tetap ga ada solusinya. Tolonglah Mandiri buat aplikasi yang bisa diselesaikan oleh timnya juga jangan udah ke cabang manapun ttp ga bisa bantu nasabah.",negative
Saya mau kirim uang ribet harus pilih metode pilihan transfer gak kaya bank lain simple tinggal kirim ayo dong inovasi yg memudahkan penggunanya dipikirkan juga bukan hanya keuntungannya aja,2,2024-02-16 14:01:39,Mandiri,2024-02,Saya mau kirim uang ribet harus pilih metode pilihan transfer gak kaya bank lain simple tinggal kirim ayo dong inovasi yg memudahkan penggunanya dipikirkan juga bukan hanya keuntungannya aja,negative
Saya buka rekening pakai aplikasi tanpa cetak kartu. giliran mau buka aplikasi minta masukin no kartu debit/kredit. Ini gimnana !!?,2,2024-02-16 12:57:46,Mandiri,2024-02,Saya buka rekening pakai aplikasi tanpa cetak kartu. giliran mau buka aplikasi minta masukin no kartu debit/kredit. Ini gimnana !!?,negative
"Livin' *16 FEB 2024 - 17:26*
Tidak semua pembaharuan itu perlu. Apalagi kalau dikerjakan oleh programmer sakit.  Begini kasusnya: 

Livin' by Mandiri:

Menu ""eMoney"" .

Sesuatu yang sudah benar dan memudahkan pelanggan, sekarang menjadi sulit dan tidak praktis. Entah apa isi otak nya orang IT Mandiri ini 🙄

Cobain deh sekarang juga. 
16 Feb 2024 - 17:26.  Anda akan paham betapa merepotkan nya memakai menu ""eMoney"" saat ini. 

Sakit apa sih orang IT nya ? Kenapa gak diobatin sama Mandiri ? 

Trmkasih ,",1,2024-02-16 10:38:21,Mandiri,2024-02,"Livin' *16 FEB 2024 - 17:26* Tidak semua pembaharuan itu perlu. Apalagi kalau dikerjakan oleh programmer sakit. Begini kasusnya: Livin' by Mandiri: Menu ""eMoney"" . Sesuatu yang sudah benar dan memudahkan pelanggan, sekarang menjadi sulit dan tidak praktis. Entah apa isi otak nya orang IT Mandiri ini  Cobain deh sekarang juga. 16 Feb 2024 - 17:26. Anda akan paham betapa merepotkan nya memakai menu ""eMoney"" saat ini. Sakit apa sih orang IT nya ? Kenapa gak diobatin sama Mandiri ? Trmkasih ,",negative
versi 1.8 force close tidak bisa di buka ios 17.3.1,1,2024-02-16 09:58:08,Mandiri,2024-02,versi 1.8 force close tidak bisa di buka ios 17.3.1,negative
"di IP 15 Pro Max photo ktp blur saat buka rekening. Saya calon Nasabah yg tidak bisa buka rekening Bank Mandiri.
per tanggal 16 Feb 2024 masih tidak bisa photo KTP",1,2024-02-16 09:07:38,Mandiri,2024-02,di IP 15 Pro Max photo ktp blur saat buka rekening. Saya calon Nasabah yg tidak bisa buka rekening Bank Mandiri. per tanggal 16 Feb 2024 masih tidak bisa photo KTP,negative
"Tidak bisa dibuka di 15 promax 17.3.1
Habis di update malah ga bisa dipake.",1,2024-02-16 05:18:34,Mandiri,2024-02,Tidak bisa dibuka di 15 promax 17.3.1 Habis di update malah ga bisa dipake.,negative
"Saya pindahin semua saldo ke bank sebelah warna biru, soalnya seminggu lebih belum solved issue nya",1,2024-02-16 04:34:27,Mandiri,2024-02,"Saya pindahin semua saldo ke bank sebelah warna biru, soalnya seminggu lebih belum solved issue nya",negative
Saat log in dan melakukan transaksi selalu keluar notifikasi gagal terhubung dan loading yang lambat padahal koneksi internet stabil,2,2024-02-16 02:31:35,Mandiri,2024-02,Saat log in dan melakukan transaksi selalu keluar notifikasi gagal terhubung dan loading yang lambat padahal koneksi internet stabil,negative
"Aplikasi selalu force close dan tidak dapat terbuka setelah update 1.8.0
Update :
Setelah lebih dari seminggu aplikasi masih terpantau force close. Keknya memang harus pindah bank ini.",1,2024-02-16 02:16:09,Mandiri,2024-02,Aplikasi selalu force close dan tidak dapat terbuka setelah update 1.8.0 Update : Setelah lebih dari seminggu aplikasi masih terpantau force close. Keknya memang harus pindah bank ini.,negative
tdk bisa save rekening baru,1,2024-02-15 09:44:09,Mandiri,2024-02,tdk bisa save rekening baru,negative
nyesel gua update ga baca review dulu sialannn,4,2024-02-15 08:15:07,Mandiri,2024-02,nyesel gua update ga baca review dulu sialannn,negative
Lebih dari satu minggu belum juga ada perbaikan TAI,1,2024-02-15 04:52:49,Mandiri,2024-02,Lebih dari satu minggu belum juga ada perbaikan TAI,negative
Tolong aplikasinya di fix agar tidak crash terus-menerus. Sudah coba re-install dan restart device tetapi tidak ada pengaruh,1,2024-02-15 03:39:50,Mandiri,2024-02,Tolong aplikasinya di fix agar tidak crash terus-menerus. Sudah coba re-install dan restart device tetapi tidak ada pengaruh,negative
Menu pinjaman y ko tidak ada,1,2024-02-14 21:11:21,Mandiri,2024-02,Menu pinjaman y ko tidak ada,negative
"Tolong lah, sejak versi 1.8.0 force close terus. ini sekelas BUMN bisa2 nya punya SUPER APP tapi ada bug dibiarin aja sampe hampir 2 minggu. 

Developer app nya pada kemana? coba lah hire developer yg lebih professional, gmn mau bersaing sm swasta kalau problem begini aja lama bgt solving nya.

Saran saya, bikin 2 app. 1 yg simple dan stable, biar ga ganggu nasabah, 1 lagi yg super app ini yg isinya lalalili. Biar ga keulang lagi kejadian begini. Malu2in. 

Yuk berbenah",1,2024-02-14 19:01:20,Mandiri,2024-02,"Tolong lah, sejak versi 1.8.0 force close terus. ini sekelas BUMN bisa2 nya punya SUPER APP tapi ada bug dibiarin aja sampe hampir 2 minggu. Developer app nya pada kemana? coba lah hire developer yg lebih professional, gmn mau bersaing sm swasta kalau problem begini aja lama bgt solving nya. Saran saya, bikin 2 app. 1 yg simple dan stable, biar ga ganggu nasabah, 1 lagi yg super app ini yg isinya lalalili. Biar ga keulang lagi kejadian begini. Malu2in. Yuk berbenah",negative
2 hari tidak bisa dibuka setiap kali buka mental terus,2,2024-02-14 18:19:44,Mandiri,2024-02,2 hari tidak bisa dibuka setiap kali buka mental terus,negative
Semakin menyusahkan selalu force close. Pindah bank aja lah.,1,2024-02-14 14:40:15,Mandiri,2024-02,Semakin menyusahkan selalu force close. Pindah bank aja lah.,negative
"Masih force close sampai sekarang, versi 1.8.0 di iOS 17.3.1",1,2024-02-14 11:28:09,Mandiri,2024-02,"Masih force close sampai sekarang, versi 1.8.0 di iOS 17.3.1",negative
"Waktu buka rekening, sudah di lengkapi semua. Dan sampai di tahap Password
Bagian konfirmasi Passwordnya ga bisa di klik di iPhone 15pro max

Padahal Passwordnya sudah ikuti aturannya
Huruf besar huruf kecil
Dan gabungan dengan angka
Dan minimal 8 karakter

Tapi ga bisa sudah ulang 3x",1,2024-02-14 07:59:01,Mandiri,2024-02,"Waktu buka rekening, sudah di lengkapi semua. Dan sampai di tahap Password Bagian konfirmasi Passwordnya ga bisa di klik di iPhone 15pro max Padahal Passwordnya sudah ikuti aturannya Huruf besar huruf kecil Dan gabungan dengan angka Dan minimal 8 karakter Tapi ga bisa sudah ulang 3x",negative
"pusing sama ui nya, terlalu heboh banget sampe susah diliat. ux nya juga aneh, mau qr aja harus nyari dulu dimana, ga ditengah bawah kayak bank sebelah😂",2,2024-02-14 03:39:25,Mandiri,2024-02,"pusing sama ui nya, terlalu heboh banget sampe susah diliat. ux nya juga aneh, mau qr aja harus nyari dulu dimana, ga ditengah bawah kayak bank sebelah",negative
Habis update ios ke 17.3.1 dan aplikasi ke 1.8.0 jadinya force close,1,2024-02-13 20:41:34,Mandiri,2024-02,Habis update ios ke 17.3.1 dan aplikasi ke 1.8.0 jadinya force close,negative
"Tim app developer bank mandiri sepayah inikah? Sehabis update malah force close setiap awal loading screen, kalah jauh sama sebelah yang UI jadul tapi gapernah kendala di app ny.. tim nya full anak magang atau gimana? Atau upahnya di bawah umr?",1,2024-02-13 19:20:29,Mandiri,2024-02,"Tim app developer bank mandiri sepayah inikah? Sehabis update malah force close setiap awal loading screen, kalah jauh sama sebelah yang UI jadul tapi gapernah kendala di app ny.. tim nya full anak magang atau gimana? Atau upahnya di bawah umr?",negative
Emang geblek jam segini selalu gangguan org lagi butuh butuh nya isi token listrik ga bisa bisa kaco kaco mana ga ada notif masuk pulsa listrik udah bayar padahal,1,2024-02-13 19:00:53,Mandiri,2024-02,Emang geblek jam segini selalu gangguan org lagi butuh butuh nya isi token listrik ga bisa bisa kaco kaco mana ga ada notif masuk pulsa listrik udah bayar padahal,negative
Aplikasinya crash di iphone 11pro ios 17.3.1,2,2024-02-13 13:17:47,Mandiri,2024-02,Aplikasinya crash di iphone 11pro ios 17.3.1,negative
Aplikasi bank tapi lemot sekali.,1,2024-02-13 12:32:05,Mandiri,2024-02,Aplikasi bank tapi lemot sekali.,negative
Gmana sampe sekarang ga di update ???,1,2024-02-13 09:10:55,Mandiri,2024-02,Gmana sampe sekarang ga di update ???,negative
Ini kapan mau diupdate ya utk ios 17.3 force closed terus. Susah buat transkasi,2,2024-02-13 07:41:30,Mandiri,2024-02,Ini kapan mau diupdate ya utk ios 17.3 force closed terus. Susah buat transkasi,negative
Tampilan menarik dan mudah digunakan,5,2024-02-13 07:06:07,Mandiri,2024-02,Tampilan menarik dan mudah digunakan,positive
